event_date,location,latitude,longitude,cause,notes,dataset,scene_name,file_name,start_time,stop_time,url,browse_url,bytes,path_number,frame_number,flight_direction,orbit,event_id
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1.png,142582525,77,11928.0,ASCENDING,"[52124, 48974]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1.png,143323918,77,11928.0,ASCENDING,"[52124, 51949]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1.png,142084048,77,11928.0,ASCENDING,"[52124, 51774]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1.png,142726572,77,11928.0,ASCENDING,"[52124, 49324]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1.png,143362319,77,11928.0,ASCENDING,"[52124, 49499]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1,S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1.nc,2024-01-15 23:15:53+00:00,2024-01-15 23:16:46+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1/S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1.png,143479569,77,11928.0,ASCENDING,"[52124, 51599]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1,S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1.nc,2024-01-27 23:15:28+00:00,2024-01-27 23:16:20+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1.png,139313537,77,11927.0,ASCENDING,"[52299, 49324]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1,S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1.nc,2024-01-27 23:15:28+00:00,2024-01-27 23:16:20+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1.png,139360326,77,11927.0,ASCENDING,"[52299, 49499]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1,S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1.nc,2024-01-27 23:15:28+00:00,2024-01-27 23:16:20+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20231222-231554-00081W_00039N-PP-e95b-v3_0_1.png,138109613,77,11927.0,ASCENDING,"[52299, 51774]",2024-12-02_marguerite_westmoreland_county
2024-12-02,"Marguerite, Westmoreland County",40.2636,-79.4633,Mine Subsidence,Fatal collapse into the abandoned H.C. Frick Marguerite Mine.,ARIA_S1_GUNW,S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1,S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1.nc,2024-01-27 23:15:28+00:00,2024-01-27 23:16:20+00:00,https://cumulus.asf.earthdatacloud.nasa.gov/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1.nc,https://cumulus.asf.earthdatacloud.nasa.gov/BROWSE/ARIA/ARIA_S1_GUNW/S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1/S1-GUNW-A-R-077-tops-20240127_20240103-231554-00081W_00039N-PP-8884-v3_0_1.png,138435884,77,11927.0,ASCENDING,"[52299, 51949]",2024-12-02_marguerite_westmoreland_county
