date,displacement_mm,displacement_lo_mm,displacement_hi_mm,n_points,smoothed_mm,velocity_mm_per_day,changepoint,velocity_risk_z,cum_settlement_mm,accel_risk_z,gaussian_bowl_mm,gaussian_sigma_m,gaussian_fit_r2,gaussian_bowl_risk,risk_score,slope_break_flag
2020-04-01,2.6484728,2.0834208000000003,3.2663344999999997,43,-0.21219254999999992,0.0,False,0.05610232934401062,0.0,-1.7676054115955309,1.9194994392531848,12.939096090375621,0.37023968574827915,-0.19978568217562181,0.025246048204804777,False
2020-04-13,-3.0728579,-3.9485693000000004,-2.3391247,51,2.6484728,0.23838877916666665,False,-1.9021539541098458,2.8606653499999997,-1.7676054115955309,1.6454493364612661,37.20785519000049,0.2434428627209061,-0.1318457670558456,-0.7486943287244305,False
2020-04-25,4.9979687,4.0736198,5.5776834,51,4.9979687,0.19579132500000004,False,-1.552235083881928,5.2101612500000005,-1.7676054115955309,1.5527439936481637,14.090006579652897,0.3504944305938137,-0.1900579576200971,-0.5031247408718676,False
2020-05-07,5.9971809,5.4653585,6.8526268,51,4.9979687,0.0,False,0.05610232934401062,5.2101612500000005,-1.2619854185513546,1.0683010362672511,20.128999101921718,0.30037678510978993,-0.16393075697129927,0.2206270950798048,False
2020-05-19,3.9997399000000002,2.8790514999999997,4.7923923,51,5.9971809,0.0832676833333333,False,-0.6279041271098178,6.20937345,-1.2460604485865503,173.9091827551143,599.9999999999972,0.3917456556842106,0.2745136340766086,-0.02225398941675718,False
2020-05-31,9.511947600000001,7.9939960999999995,10.5507374,51,3.9997399000000002,-0.16645341666666666,True,1.4234420599693893,4.21193245,-0.28207150981148793,3.182185575565985,13.436188117435737,0.48587047908063397,-0.2577569590711221,0.7984963938612253,False
2020-06-12,3.3221244999999997,1.87288225,4.0696263,46,8.2988739,0.3582611666666667,True,-2.8868515428766997,8.51106645,-0.17440757113302963,3.033621578928121,11.993888568251986,0.4872836593190971,-0.25902874186722147,-0.979918202419515,False
2020-06-24,8.2988739,7.7773333,9.1638565,43,5.9416294,-0.19643704166666667,False,1.669744013703226,6.15382195,0.5594806421740764,1.2915514842562184,10.237571355818565,0.12428569066833128,-0.06762886321292395,1.0660752256175632,False
2020-07-06,5.9416294,5.4959058999999995,6.4134598,35,8.0019236,0.1716911833333333,False,-1.3542632916866129,8.214116149999999,0.5475572055603297,1.2954184776489097,45.827851386393384,0.21753053094238017,-0.11836107973771705,-0.2192555447999264,False
2020-07-18,8.0019236,6.6732764,9.0938807,51,8.0019236,0.0,False,0.05610232934401062,8.214116149999999,1.3730056695925787,249.29265443697918,502.39492286839845,0.4245124187250984,0.5282613665533379,0.5920523909240253,False
2020-07-30,13.8912201,13.043284400000001,14.0230656,40,8.0019236,0.0,False,0.05610232934401062,8.214116149999999,0.4946680399187901,1.1322693910312893,12.027624003273779,0.6947907235798607,-0.37886180400044994,0.4074756098176232,False
2020-08-11,5.2658319,4.6391487,6.1047524,51,9.9771023,0.16459822500000007,False,-1.2959978386183906,10.18929485,0.4849706201265034,262.9586934578458,599.9978641232991,0.4692876069553663,0.6302309093983265,-0.06533178654446765,False
2020-08-23,9.9771023,7.909744999999999,10.6993914,46,8.065938899999999,-0.15926361666666677,False,1.3643810962948666,8.278131449999998,0.04878268999822425,4.367388094824135,11.727426222277112,0.46118048600853623,-0.24071686442446413,0.9317188262074235,False
2020-09-04,8.065938899999999,5.5856407,9.3436241,51,8.255720100000001,0.015815100000000193,False,-0.07381158294965126,8.46791265,-0.1888129480028124,497.8409105365067,3.3830690557304846,0.2168075307747117,0.6584179018564397,0.3501733022333009,False
2020-09-16,8.255720100000001,6.8711638,9.9322796,46,8.065938899999999,-0.015815100000000193,False,0.18601624163767252,8.278131449999998,-0.11689903121939636,170.83626344475945,599.99114397503,0.21221853824817838,0.14400794606005177,0.40853803271795774,False
2020-09-28,7.6674223,6.0581565,8.1520081,51,7.6674223,-0.033209716666666576,False,0.3289051708265577,7.87961485,-0.14415791535987973,4.529363132070312,79.16116249724762,0.5372565525608815,-0.2797977924227588,0.44349288374695095,False
2020-10-10,7.332325,6.09106122,7.7412128000000004,48,7.332325,-0.027924775000000013,False,0.285491759077,7.54451755,0.18858767531934043,2.354371655954849,10.170882025485655,0.4728106880018612,-0.2536513638826584,0.43967885100755105,False
2020-10-22,6.48251175,4.8184097,6.9770813,46,6.7967176,-0.04463395,False,0.4227500941775949,7.00891015,0.16027989798323514,2.2379361792331998,13.580923117003506,0.3313870825874051,-0.17805932946360112,0.47711365770240294,False
2020-11-03,6.7967176,3.9473772,7.5864196,51,6.7967176,0.0,False,0.05610232934401062,7.00891015,0.1509385707881797,4.374565141674062,27.26077425344882,0.5628752014752476,-0.29376810507486506,0.3107209644480317,False
2020-11-15,6.8171024000000005,5.776703400000001,8.90917778000001,43,6.7967176,0.0,False,0.05610232934401062,7.00891015,-0.8218996202015083,317.5077806323803,518.296048980268,0.5525888601806341,0.9594875769831527,0.38402893652812004,False
2020-11-27,6.7471266000000005,6.0389042,6.948328020000001,38,6.7471266000000005,-0.004132583333333291,False,0.09004963721515298,6.959319150000001,-0.5613424412657829,1.3212869262681746,17.73892410406547,0.7438868294334888,-0.40461933988434073,0.30149680487181885,False
2021-03-27,1.8526316,0.3100634,3.0851364000000046,43,6.0950518,-0.005433956666666669,False,0.10073983209776394,6.30724435,-0.8844382062641077,2.8377435766506203,21.915784332672704,0.6150988568444213,-0.3278412593041819,0.2818545875689938,False
2021-04-20,6.0950518,5.036771300000001,6.32882116,35,6.062448,-0.0013584916666666835,False,0.06726172556882133,6.27464055,-1.0299442047648542,1.6018253339159099,11.129823017886764,0.6683388354336575,-0.3621746509797178,0.2655667971309696,False
2021-05-02,6.062448,5.1695704000000005,6.588458999999999,38,6.0950518,0.002716983333333367,False,0.03378353689438919,6.30724435,-1.0491882977463403,1.5325831944970527,9.884908794393258,0.4547555432318654,-0.246660365318864,0.2517242547274751,False
2021-05-26,7.165432,3.9863883999999996,8.0973506,51,7.165432,0.04459917499999999,False,-0.31025977455160847,7.37762455,-0.8745724469632913,6.271428835764647,13.340545318066301,0.4910663682414723,-0.24957292729634606,0.13704402207677616,False
2021-06-07,9.9379718,7.9005063,11.2234056,51,7.165432,0.0,False,0.05610232934401062,7.37762455,-1.006958063574764,4.5976722618032975,12.10750758375573,0.4024438167274301,-0.20939042287869522,0.3019069688298047,False
2021-06-19,6.8180263000000005,5.2964985,7.869332999999999,51,9.9379718,0.23104498333333331,True,-1.8418279841321525,10.150164349999999,-0.4195815964129929,5.264759365884166,12.508982543498387,0.4698413265400109,-0.24219680279709271,-0.44819142973446874,False
2021-07-13,11.254042400000001,8.857995299999999,12.5833452,51,6.8180263000000005,-0.12999772916666663,True,1.123975032351474,7.030218850000001,-0.33763538286232436,4.397414503785264,14.533988607375507,0.3136913394968611,-0.16366578981413665,0.7694219714331633,False
