name,geometry,date_(mm/dd/yr),short_wavelength_displacement,source_file,date,disp_m,lon,lat,dist_m,point_id,robust_z
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/17/2021,0.0090481937, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211016T230749Z_v1.0_20250831T161549Z.nc,2021-10-17,0.0090481937,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/29/2021,0.0073074996, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211028T230749Z_v1.0_20250831T161549Z.nc,2021-10-29,0.0073074996,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8988162239287267
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/10/2021,0.0083863437, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211109T230749Z_v1.0_20250831T161549Z.nc,2021-11-10,0.0083863437,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.39786772993977476
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/22/2021,0.0083081424, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211121T230749Z_v1.0_20250831T161549Z.nc,2021-11-22,0.0083081424,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.33166811392113643
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/15/2022,0.0096432865, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20220414T230746Z_v1.0_20250831T161549Z.nc,2022-04-15,0.0096432865,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/27/2022,0.0023600757, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220426T230747Z_v1.0_20250831T211447Z.nc,2022-04-27,0.0023600757,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0
Series 21, POINT(-77.86059292741773 40.802582570832556), 05/09/2022,0.0066625774, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220508T230747Z_v1.0_20250831T211447Z.nc,2022-05-09,0.0066625774,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.37119172531283173
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/26/2022,0.0067059696, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220625T230751Z_v1.0_20250831T211447Z.nc,2022-06-26,0.0067059696,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.674499113739482
Series 21, POINT(-77.86059292741773 40.802582570832556), 07/20/2022,0.0127184093, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220719T230752Z_v1.0_20250831T211447Z.nc,2022-07-20,0.0127184093,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.09521100866512883
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/01/2022,0.0118691623, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220731T230753Z_v1.0_20250831T211447Z.nc,2022-08-01,0.0118691623,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.2494707735978532
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/13/2022,0.0107702911, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220812T230754Z_v1.0_20250831T211447Z.nc,2022-08-13,0.0107702911,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.4698164943969672
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/25/2022,0.0075990856, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220824T230754Z_v1.0_20250831T211447Z.nc,2022-08-25,0.0075990856,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744991804890044
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/06/2022,0.0096274987, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220905T230755Z_v1.0_20250831T211447Z.nc,2022-09-06,0.0096274987,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8557768253557976
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/18/2022,0.009684965, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220917T230755Z_v1.0_20250831T211447Z.nc,2022-09-18,0.009684965,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.9360682610760881
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/30/2022,0.0106291473, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220929T230755Z_v1.0_20250831T211447Z.nc,2022-09-30,0.0106291473,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.711273725345529
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/12/2022,0.0093403161, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221011T230755Z_v1.0_20250831T211447Z.nc,2022-10-12,0.0093403161,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8171879444320591
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/24/2022,0.0098436475, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221023T230755Z_v1.0_20250831T211447Z.nc,2022-10-24,0.0098436475,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744993310740264
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/05/2022,0.0078758895, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221104T230755Z_v1.0_20250831T211447Z.nc,2022-11-05,0.0078758895,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.5520798294142429
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/17/2022,0.0108081996, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221116T230755Z_v1.0_20250831T211447Z.nc,2022-11-17,0.0108081996,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.7475910531721472
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/29/2022,0.0071723163, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20221128T230755Z_v1.0_20250831T211447Z.nc,2022-11-29,0.0071723163,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.09730453133280902
Series 21, POINT(-77.86059292741773 40.802582570832556), 03/29/2023,0.0079506338, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230328T230751Z_v1.0_20250901T050623Z.nc,2023-03-29,0.0079506338,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.2590532467276609
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/10/2023,0.0088419616, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230409T230752Z_v1.0_20250901T050623Z.nc,2023-04-10,0.0088419616,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/22/2023,0.0118100345, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230421T230752Z_v1.0_20250901T050623Z.nc,2023-04-22,0.0118100345,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.2810932843375769
Series 21, POINT(-77.86059292741773 40.802582570832556), 05/04/2023,0.0091101825, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230503T230753Z_v1.0_20250901T050623Z.nc,2023-05-04,0.0091101825,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0
Series 21, POINT(-77.86059292741773 40.802582570832556), 05/16/2023,0.0069079101, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230515T230754Z_v1.0_20250901T050623Z.nc,2023-05-16,0.0069079101,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0219924948661114
Series 21, POINT(-77.86059292741773 40.802582570832556), 05/28/2023,0.0095002353, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230527T230754Z_v1.0_20250901T050623Z.nc,2023-05-28,0.0095002353,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.09343526028292407
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/09/2023,0.0110284984, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230608T230754Z_v1.0_20250901T050623Z.nc,2023-06-09,0.0110284984,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8173046306016523
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/21/2023,0.0128953159, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230620T230755Z_v1.0_20250901T050623Z.nc,2023-06-21,0.0128953159,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744990519653692
Series 21, POINT(-77.86059292741773 40.802582570832556), 07/15/2023,0.003808707, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230714T230757Z_v1.0_20250901T050623Z.nc,2023-07-15,0.003808707,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.0168403242931718
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/08/2023,0.0121648014, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230807T230758Z_v1.0_20250901T050623Z.nc,2023-08-08,0.0121648014,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.0954766262787642
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/20/2023,0.0107466877, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230819T230759Z_v1.0_20250901T050623Z.nc,2023-08-20,0.0107466877,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.4515735849431375
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/01/2023,0.0116612613, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230831T230759Z_v1.0_20250901T050623Z.nc,2023-09-01,0.0116612613,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.046070564922001
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/13/2023,0.0108997524, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230912T230800Z_v1.0_20250901T050623Z.nc,2023-09-13,0.0108997524,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.7653664271424767
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/25/2023,0.0092246234, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20230924T230800Z_v1.0_20250901T050623Z.nc,2023-09-25,0.0092246234,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.5445836669724728
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/07/2023,0.0101811588, OPERA_L3_DISP-S1_IW_F00836_VV_20221128T230755Z_20231006T230800Z_v1.0_20250901T050623Z.nc,2023-10-07,0.0101811588,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8922725766875874
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/19/2023,0.0089482963, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20231018T230800Z_v1.0_20250901T121119Z.nc,2023-10-19,0.0089482963,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.159686093499193
Series 21, POINT(-77.86059292741773 40.802582570832556), 10/31/2023,0.0115275085, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20231030T230800Z_v1.0_20250901T121119Z.nc,2023-10-31,0.0115275085,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.8785376161964159
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/12/2023,0.0091206729, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20231111T230800Z_v1.0_20250901T121119Z.nc,2023-11-12,0.0091206729,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744992558789972
Series 21, POINT(-77.86059292741773 40.802582570832556), 11/24/2023,0.0087225139, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20231123T230759Z_v1.0_20250901T121119Z.nc,2023-11-24,0.0087225139,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.936927393710798
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/04/2024,0.0069062412, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240403T230757Z_v1.0_20250901T121119Z.nc,2024-04-04,0.0069062412,-77.86059292741773,40.802582570832556,40.90887932893705,P11,1.2672037186488083
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/16/2024,0.0115501583, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240415T230757Z_v1.0_20250901T121119Z.nc,2024-04-16,0.0115501583,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.1982035252691052
Series 21, POINT(-77.86059292741773 40.802582570832556), 04/28/2024,0.0024811924, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240427T230758Z_v1.0_20250901T121119Z.nc,2024-04-28,0.0024811924,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.4153199994465432
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/03/2024,0.0094266832, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240602T230757Z_v1.0_20250901T121119Z.nc,2024-06-03,0.0094266832,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744994271355
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/15/2024,0.0128743351, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240614T230757Z_v1.0_20250901T121119Z.nc,2024-06-15,0.0128743351,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744996182560863
Series 21, POINT(-77.86059292741773 40.802582570832556), 06/27/2024,0.0176131427, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240626T230756Z_v1.0_20250901T121119Z.nc,2024-06-27,0.0176131427,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.6744993502585914
Series 21, POINT(-77.86059292741773 40.802582570832556), 07/09/2024,0.0100821853, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240708T230756Z_v1.0_20250901T121119Z.nc,2024-07-09,0.0100821853,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.46821266749734775
Series 21, POINT(-77.86059292741773 40.802582570832556), 07/21/2024,0.0152270496, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240720T230755Z_v1.0_20250901T121119Z.nc,2024-07-21,0.0152270496,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.09916206270320872
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/02/2024,0.0168034732, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240801T230755Z_v1.0_20250901T121119Z.nc,2024-08-02,0.0168034732,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.706693559689631
Series 21, POINT(-77.86059292741773 40.802582570832556), 08/14/2024,0.0148970783, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240813T230755Z_v1.0_20250901T121119Z.nc,2024-08-14,0.0148970783,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.5490399721850258
Series 21, POINT(-77.86059292741773 40.802582570832556), 09/07/2024,0.0118257701, OPERA_L3_DISP-S1_IW_F00836_VV_20231006T230800Z_20240906T230755Z_v1.0_20250901T121119Z.nc,2024-09-07,0.0118257701,-77.86059292741773,40.802582570832556,40.90887932893705,P11,0.9973618024111918
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/01/2020,0.0025861263, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200331T230734Z_v1.0_20250831T005427Z.nc,2020-04-01,0.0025861263,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/13/2020,-0.002661705, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200412T230735Z_v1.0_20250831T005427Z.nc,2020-04-13,-0.002661705,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.46610843162185933
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/25/2020,0.0049979687, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200424T230735Z_v1.0_20250831T005427Z.nc,2020-04-25,0.0049979687,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/07/2020,0.0059971809, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200506T230735Z_v1.0_20250831T005427Z.nc,2020-05-07,0.0059971809,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/19/2020,0.0042616427, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200518T230736Z_v1.0_20250831T005427Z.nc,2020-05-19,0.0042616427,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.3567555618654405
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/31/2020,0.0096035004, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200530T230737Z_v1.0_20250831T005427Z.nc,2020-05-31,0.0096035004,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.12749577855439767
Series 22, POINT(-77.86081129790382 40.80265618720881), 06/12/2020,0.0033221245, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200611T230738Z_v1.0_20250831T005427Z.nc,2020-06-12,0.0033221245,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 06/24/2020,0.0085468292, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200623T230739Z_v1.0_20250831T005427Z.nc,2020-06-24,0.0085468292,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.6744983069711122
Series 22, POINT(-77.86081129790382 40.80265618720881), 07/06/2020,0.0064134598, OPERA_L3_DISP-S1_IW_F00836_VV_20190909T230736Z_20200705T230739Z_v1.0_20250831T005427Z.nc,2020-07-06,0.0064134598,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.9937745825307354
Series 22, POINT(-77.86081129790382 40.80265618720881), 07/18/2020,0.0080974102, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200717T230740Z_v1.0_20250831T084302Z.nc,2020-07-18,0.0080974102,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.09647739206388015
Series 22, POINT(-77.86081129790382 40.80265618720881), 07/30/2020,0.0139064789, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200729T230741Z_v1.0_20250831T084302Z.nc,2020-07-30,0.0139064789,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.06353381913795696
Series 22, POINT(-77.86081129790382 40.80265618720881), 08/11/2020,0.0058473349, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200810T230741Z_v1.0_20250831T084302Z.nc,2020-08-11,0.0058473349,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.6744988400767664
Series 22, POINT(-77.86081129790382 40.80265618720881), 08/23/2020,0.0102334023, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200822T230742Z_v1.0_20250831T084302Z.nc,2020-08-23,0.0102334023,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 09/04/2020,0.0093436241, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200903T230743Z_v1.0_20250831T084302Z.nc,2020-09-04,0.0093436241,-77.86081129790382,40.80265618720881,40.27881935682338,P12,1.2634184058854454
Series 22, POINT(-77.86081129790382 40.80265618720881), 09/16/2020,0.0083289146, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200915T230743Z_v1.0_20250831T084302Z.nc,2020-09-16,0.0083289146,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.35527863171627067
Series 22, POINT(-77.86081129790382 40.80265618720881), 09/28/2020,0.0081520081, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20200927T230743Z_v1.0_20250831T084302Z.nc,2020-09-28,0.0081520081,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.6744986080925026
Series 22, POINT(-77.86081129790382 40.80265618720881), 10/10/2020,0.007668972, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201009T230744Z_v1.0_20250831T084302Z.nc,2020-10-10,0.007668972,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.5553304504794448
Series 22, POINT(-77.86081129790382 40.80265618720881), 10/22/2020,0.0069770813, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201021T230744Z_v1.0_20250831T084302Z.nc,2020-10-22,0.0069770813,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.6744985704639411
Series 22, POINT(-77.86081129790382 40.80265618720881), 11/03/2020,0.0067656636, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201102T230744Z_v1.0_20250831T084302Z.nc,2020-11-03,0.0067656636,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.03151692735762406
Series 22, POINT(-77.86081129790382 40.80265618720881), 11/15/2020,0.0068171024, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201114T230743Z_v1.0_20250831T084302Z.nc,2020-11-15,0.0068171024,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.1470929318234993
Series 22, POINT(-77.86081129790382 40.80265618720881), 11/27/2020,0.0068590641, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20201126T230743Z_v1.0_20250831T084302Z.nc,2020-11-27,0.0068590641,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.18438248577664315
Series 22, POINT(-77.86081129790382 40.80265618720881), 03/27/2021,0.0018100739, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210326T230740Z_v1.0_20250831T084302Z.nc,2021-03-27,0.0018100739,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/20/2021,0.0060950518, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210419T230741Z_v1.0_20250831T084302Z.nc,2021-04-20,0.0060950518,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.104452030828927
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/02/2021,0.0062682331, OPERA_L3_DISP-S1_IW_F00836_VV_20200705T230739Z_20210501T230741Z_v1.0_20250831T084302Z.nc,2021-05-02,0.0062682331,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.26387620425009384
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/26/2021,0.0067766607, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210525T230743Z_v1.0_20250831T161549Z.nc,2021-05-26,0.0067766607,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.3372818827783637
Series 22, POINT(-77.86081129790382 40.80265618720881), 06/07/2021,0.0099379718, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210606T230743Z_v1.0_20250831T161549Z.nc,2021-06-07,0.0099379718,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 06/19/2021,0.0068180263, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210618T230744Z_v1.0_20250831T161549Z.nc,2021-06-19,0.0068180263,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 07/13/2021,0.0112540424, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210712T230746Z_v1.0_20250831T161549Z.nc,2021-07-13,0.0112540424,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 08/06/2021,0.0040518939, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210805T230747Z_v1.0_20250831T161549Z.nc,2021-08-06,0.0040518939,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.1599540816229295
Series 22, POINT(-77.86081129790382 40.80265618720881), 08/18/2021,0.01199314, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210817T230747Z_v1.0_20250831T161549Z.nc,2021-08-18,0.01199314,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.5107879004300437
Series 22, POINT(-77.86081129790382 40.80265618720881), 08/30/2021,0.0134083927, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210829T230748Z_v1.0_20250831T161549Z.nc,2021-08-30,0.0134083927,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 09/11/2021,0.007520169, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210910T230749Z_v1.0_20250831T161549Z.nc,2021-09-11,0.007520169,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.08056762704453396
Series 22, POINT(-77.86081129790382 40.80265618720881), 09/23/2021,0.0142142475, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20210922T230749Z_v1.0_20250831T161549Z.nc,2021-09-23,0.0142142475,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 10/05/2021,0.0087492168, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211004T230749Z_v1.0_20250831T161549Z.nc,2021-10-05,0.0087492168,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 10/17/2021,0.0090481937, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211016T230749Z_v1.0_20250831T161549Z.nc,2021-10-17,0.0090481937,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 10/29/2021,0.0073074996, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211028T230749Z_v1.0_20250831T161549Z.nc,2021-10-29,0.0073074996,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.8988162239287267
Series 22, POINT(-77.86081129790382 40.80265618720881), 11/10/2021,0.0083863437, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211109T230749Z_v1.0_20250831T161549Z.nc,2021-11-10,0.0083863437,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.39786772993977476
Series 22, POINT(-77.86081129790382 40.80265618720881), 11/22/2021,0.0083081424, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20211121T230749Z_v1.0_20250831T161549Z.nc,2021-11-22,0.0083081424,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.33166811392113643
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/15/2022,0.0096432865, OPERA_L3_DISP-S1_IW_F00836_VV_20210501T230741Z_20220414T230746Z_v1.0_20250831T161549Z.nc,2022-04-15,0.0096432865,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 04/27/2022,0.0023600757, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220426T230747Z_v1.0_20250831T211447Z.nc,2022-04-27,0.0023600757,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.0
Series 22, POINT(-77.86081129790382 40.80265618720881), 05/09/2022,0.0066625774, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220508T230747Z_v1.0_20250831T211447Z.nc,2022-05-09,0.0066625774,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.37119172531283173
Series 22, POINT(-77.86081129790382 40.80265618720881), 06/26/2022,0.0067059696, OPERA_L3_DISP-S1_IW_F00836_VV_20220414T230746Z_20220625T230751Z_v1.0_20250831T211447Z.nc,2022-06-26,0.0067059696,-77.86081129790382,40.80265618720881,40.27881935682338,P12,0.674499113739482
