threshold,consecutive,min_persistence_days,cooldown_days,selector_score_f1,selector_score_recall,selector_score_precision,selector_false_alarms_per_year,selector_min_recall,selector_std_f1,test_f1,test_recall,test_precision,test_false_alarms_per_year,test_median_lead_days,test_events_with_alert
0.3,1,0,0,0.8967274080224089,0.9429447060260657,0.8741675231032735,6.018436084398265,0.7768924302757894,0.06914887252877955,0.7080630208160201,0.7460937499985428,0.6737213403868189,12.445019404915913,316.03654513888887,2
0.3,1,0,10,0.04809418647394544,0.025139451618354153,0.5901515150934452,0.754016822712412,0.022140221402132326,0.004081983285307616,0.043956043839096196,0.023437499999954224,0.3529411764602077,1.4799482535575679,316.03654513888887,2
0.3,1,0,20,0.025100871263668056,0.012882582836947168,0.525793650702692,0.5205796481765727,0.011070110701066163,0.003607562707733249,0.022514071218780025,0.011718749999977112,0.28571428570068025,1.0090556274256146,316.03654513888887,2
0.3,1,0,30,0.016473635261655205,0.008401228700662582,0.4587301586226153,0.45141925707876807,0.007352941176443556,0.003231412780480375,0.015180265599285635,0.007812499999984741,0.2666666666488889,0.7399741267787839,316.03654513888887,2
0.3,1,7,0,0.738867456863847,0.6108882002445762,0.9984051036609555,0.04301075268817204,0.27888446215028334,0.1609354848403757,0.4414003040686762,0.2832031249994469,0.9999999999931035,0.0,34.75,2
0.3,1,7,10,0.03652968266648237,0.01865083560004206,0.9761904759561791,0.02150537634408602,0.007968127490008095,0.010857703935251518,0.03076923073881656,0.015624999999969483,0.999999999875,0.0,34.75,2
0.3,1,7,20,0.020315907681272567,0.010277805866408179,0.9583333329131944,0.02150537634408602,0.0039840637450040475,0.005587600578561344,0.015503875953548464,0.007812499999984741,0.99999999975,0.0,34.75,2
0.3,1,7,30,0.014033201847304081,0.0070732074523279,0.9444444439074074,0.02150537634408602,0.0039840637450040475,0.0027734057201763253,0.01165048542526534,0.005859374999988556,0.9999999996666666,0.0,34.75,2
0.3,1,14,0,0.5683046886653751,0.4220629358359868,0.999999999987976,0.0,0.1593625498001619,0.19347176376712458,0.14492753609693343,0.07812499999984741,0.9999999999750001,0.0,43.0,1
0.3,1,14,10,0.02273709063879102,0.01151787046511755,0.9999999995694444,0.0,0.0039840637450040475,0.008488831954832415,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,1,14,20,0.01404317860271906,0.0070732074523279,0.9999999994166666,0.0,0.0039840637450040475,0.0027785657542825177,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,1,14,30,0.012709888454200234,0.006398443619672063,0.9999999993333333,0.0,0.0039840637450040475,0.0033495332341198078,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,1,21,0,0.3818253470602561,0.26510483450196315,0.9999999999612356,0.0,0.039840637450040475,0.24616588954905672,0.045801526672629794,0.023437499999954224,0.9999999999166667,0.0,36.0,1
0.3,1,21,10,0.015250698883483649,0.0076982659009780414,0.9999999993333333,0.0,0.0036900369003553873,0.007482755029781043,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,1,21,20,0.01149337620948823,0.00578343746961283,0.9999999992499999,0.0,0.0036900369003553873,0.003727417675678242,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,1,21,30,0.008994324941701904,0.0045196507049117445,0.9999999990833333,0.0,0.003676470588221778,0.002924171863680725,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,2,0,0,0.9009981817259672,0.9166824999377602,0.9088545120251371,4.160294328792379,0.6812749003956922,0.07133075873050453,0.7024875616878354,0.6894531249986534,0.7160243407693387,9.41785252263907,161.64619212962964,2
0.3,2,0,10,0.04494695983122462,0.023211654229485724,0.7543040292038931,0.34358742539805026,0.022058823529330668,0.0016333210378944045,0.0449438201455484,0.023437499999954224,0.545454545429752,0.6727037516170763,161.64619212962964,2
0.3,2,0,20,0.022772216202426043,0.011605827114742862,0.6624999998402431,0.27740376718403154,0.011029411764665334,0.0008334985493787905,0.022857142808758276,0.011718749999977112,0.4615384615029586,0.47089262613195343,161.64619212962964,2
0.3,2,0,30,0.015249069391161156,0.007737218076495241,0.5944444442436111,0.25589839083994553,0.007352941176443556,0.0005597987456804534,0.01535508633834977,0.007812499999984741,0.4444444443950617,0.33635187580853815,161.64619212962964,2
0.3,2,7,0,0.738867456863847,0.6108882002445762,0.9984051036609555,0.04301075268817204,0.27888446215028334,0.1609354848403757,0.4414003040686762,0.2832031249994469,0.9999999999931035,0.0,34.75,2
0.3,2,7,10,0.03652968266648237,0.01865083560004206,0.9761904759561791,0.02150537634408602,0.007968127490008095,0.010857703935251518,0.03076923073881656,0.015624999999969483,0.999999999875,0.0,34.75,2
0.3,2,7,20,0.020315907681272567,0.010277805866408179,0.9583333329131944,0.02150537634408602,0.0039840637450040475,0.005587600578561344,0.015503875953548464,0.007812499999984741,0.99999999975,0.0,34.75,2
0.3,2,7,30,0.014033201847304081,0.0070732074523279,0.9444444439074074,0.02150537634408602,0.0039840637450040475,0.0027734057201763253,0.01165048542526534,0.005859374999988556,0.9999999996666666,0.0,34.75,2
0.3,2,14,0,0.5683046886653751,0.4220629358359868,0.999999999987976,0.0,0.1593625498001619,0.19347176376712458,0.14492753609693343,0.07812499999984741,0.9999999999750001,0.0,43.0,1
0.3,2,14,10,0.02273709063879102,0.01151787046511755,0.9999999995694444,0.0,0.0039840637450040475,0.008488831954832415,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,2,14,20,0.01404317860271906,0.0070732074523279,0.9999999994166666,0.0,0.0039840637450040475,0.0027785657542825177,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,2,14,30,0.012709888454200234,0.006398443619672063,0.9999999993333333,0.0,0.0039840637450040475,0.0033495332341198078,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,43.0,1
0.3,2,21,0,0.3818253470602561,0.26510483450196315,0.9999999999612356,0.0,0.039840637450040475,0.24616588954905672,0.045801526672629794,0.023437499999954224,0.9999999999166667,0.0,36.0,1
0.3,2,21,10,0.015250698883483649,0.0076982659009780414,0.9999999993333333,0.0,0.0036900369003553873,0.007482755029781043,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,2,21,20,0.01149337620948823,0.00578343746961283,0.9999999992499999,0.0,0.0036900369003553873,0.003727417675678242,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,2,21,30,0.008994324941701904,0.0045196507049117445,0.9999999990833333,0.0,0.003676470588221778,0.002924171863680725,0.0038986354736766106,0.0019531249999961853,0.9999999989999999,0.0,36.0,1
0.3,3,0,0,0.8961907642584244,0.8930870895546127,0.926393956801582,3.191215918953,0.5976095617506072,0.08125648671637051,0.6882845183295415,0.642578124998745,0.7409909909893221,7.736093143596378,82.125,2
0.3,3,0,10,0.04508558503828259,0.023211654229485724,0.8373015871785556,0.22374477309166863,0.022058823529330668,0.0016119938264204724,0.03787878781987489,0.019531249999961853,0.6249999999609375,0.4036222509702458,82.125,2
0.3,3,0,20,0.02284343410879484,0.011605827114742862,0.7964285712004506,0.1575611148776499,0.011029411764665334,0.0008234174919639607,0.023032629524500723,0.011718749999977112,0.6666666665925925,0.2018111254851229,82.125,2
0.3,3,0,30,0.016579034573087306,0.008388259743159364,0.8027777774461574,0.11288283300771718,0.007352941176443556,0.002957875852898053,0.015444015421058124,0.007812499999984741,0.6666666665555555,0.13454075032341528,82.125,2
0.3,3,7,0,0.7391872566414152,0.6108882002445762,0.9991987179414042,0.02150537634408602,0.27888446215028334,0.1612377507588411,0.4414003040686762,0.2832031249994469,0.9999999999931035,0.0,34.75,2
0.3,3,7,10,0.03652968266648237,0.01865083560004206,0.9761904759561791,0.02150537634408602,0.007968127490008095,0.010857703935251518,0.03076923073881656,0.015624999999969483,0.999999999875,0.0,34.75,2
0.3,3,7,20,0.020315907681272567,0.010277805866408179,0.9583333329131944,0.02150537634408602,0.0039840637450040475,0.005587600578561344,0.015503875953548464,0.007812499999984741,0.99999999975,0.0,34.75,2
0.3,3,7,30,0.014033201847304081,0.0070732074523279,0.9444444439074074,0.02150537634408602,0.0039840637450040475,0.0027734057201763253,0.01165048542526534,0.005859374999988556,0.9999999996666666,0.0,34.75,2
