event_id,dataset,date,disp_mm,n_pairs
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-07-23,3.822819248382678,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-07-28,-23.058516065935915,5
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-07-29,-0.737270782298789,6
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-03,3.890237299374645,8
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-04,63.88080063654827,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-09,-58.58504852521663,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-10,-16.043309081056805,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-15,-49.826157424483085,6
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-16,130.1226393226177,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-21,-35.33539206284236,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-22,4.140213108963438,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-27,66.48563477528494,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-08-28,10.277995096206002,4
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-02,-112.66942631446933,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-03,-0.5687469942686159,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-08,-27.840924136608827,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-09,25.716337588511315,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-14,-57.19110788858025,6
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-15,-12.981718976246276,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-20,-20.175017210006622,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-21,2.644669182243579,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-26,46.005137468485984,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-09-27,-10.608769532158572,4
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-02,39.120654669414854,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-03,19.859263114205636,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-08,147.120683743344,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-09,4.839584765268634,4
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-14,132.13177316257685,6
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-15,-17.09733271779753,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-20,115.26625353627848,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-21,-3.6859015217405267,4
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-26,16.589010374512196,3
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-10-27,6.821155078011426,2
2018-08-10_tanger_outlets_lancaster,ARIA_S1_GUNW,2018-11-02,17.256360154538548,2
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-11-21,10.420294773568983,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-11-27,-15.017419164262098,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-12-03,-20.93871745198746,3
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-12-09,-23.88462319141029,2
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-12-15,-55.45781886529663,4
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-12-21,1.397333888845595,2
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2019-12-27,-61.5858059628417,2
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-01-02,19.940306296915598,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-01-14,-12.850508836708414,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-01-26,-25.820034744232675,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-02-07,-19.74365035196773,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-02-19,14.386112093272052,1
2020-08-28_packer_twp_carbon_county,ARIA_S1_GUNW,2020-02-25,26.345450233557518,1
