event_id,dataset,master_date,slave_date,date,disp_mm,lat,lon,source_root,source_file
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-10-20,2015-03-17,2016-07-03,11.146414944767827,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171020_20150317-225900-00077W_00039N-PP-eef8-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-10-20,2016-10-01,2017-04-11,53.36477034572308,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171020_20161001-225900-00077W_00039N-PP-1e87-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-10-20,2016-10-13,2017-04-17,11.54615742930801,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171020_20161013-225900-00077W_00039N-PP-3431-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-01,2016-10-01,2017-04-17,26.13550558639696,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171101_20161001-225900-00077W_00039N-PP-62d1-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-01,2016-10-13,2017-04-23,-17.86696549133671,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171101_20161013-225900-00077W_00039N-PP-5589-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-01,2016-10-25,2017-04-29,-8.385153195420346,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171101_20161025-225900-00077W_00039N-PP-bf66-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-13,2016-10-13,2017-04-29,-17.9248124124743,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171113_20161013-225859-00077W_00039N-PP-4f57-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-10-20,2016-11-18,2017-05-05,-0.5084150390909334,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171020_20161118-225912-00077W_00039N-PP-d56d-v2_0_5.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-13,2016-10-25,2017-05-05,-16.355960022704007,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171113_20161025-225859-00077W_00039N-PP-88c2-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-13,2016-11-06,2017-05-11,-3.7701353881899684,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171113_20161106-225859-00077W_00039N-PP-3356-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-25,2016-10-25,2017-05-11,-19.50874147722726,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171125_20161025-225859-00077W_00039N-PP-598a-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-01,2016-11-30,2017-05-17,17.24203636561626,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171101_20161130-225912-00077W_00039N-PP-feca-v2_0_5.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-25,2016-11-06,2017-05-17,-41.98716462506684,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171125_20161106-225859-00077W_00039N-PP-7d87-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-25,2016-11-18,2017-05-23,-12.726930224055375,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171125_20161118-225859-00077W_00039N-PP-5ae4-v3_0_0.nc
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-12-07,2016-11-06,2017-05-23,-8.59537372530513,40.0242,-75.6022,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171207_20161106-225859-00077W_00039N-PP-4e79-v3_0_0.nc
