event_id,dataset,date,disp_mm,source_file,lat,lon
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-10-20,11.146414944767828,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171020_20150317-225900-00077W_00039N-PP-eef8-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-01,26.13550558639696,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171101_20161001-225900-00077W_00039N-PP-62d1-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-13,-17.9248124124743,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171113_20161013-225859-00077W_00039N-PP-4f57-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-11-25,-19.50874147722726,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171125_20161025-225859-00077W_00039N-PP-598a-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-12-07,-8.59537372530513,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171207_20161106-225859-00077W_00039N-PP-4e79-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-12-19,-7.3010330700391215,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171219_20161118-225858-00077W_00039N-PP-7287-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2017-12-31,34.116455842239645,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20171231_20161130-225858-00077W_00039N-PP-c4e9-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2018-01-12,-16.348618593874622,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20180112_20161212-225857-00077W_00039N-PP-3246-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2018-01-24,-1.5805123835719286,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20180124_20161224-225857-00077W_00039N-PP-0383-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2018-02-05,-15.627576981374018,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20180205_20170105-225857-00077W_00039N-PP-7571-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2018-02-17,38.667191921737995,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20180217_20170117-225856-00077W_00039N-PP-6336-v3_0_0.nc,40.0242,-75.6022
2018-03-01_west_whiteland_chester,ARIA_S1_GUNW,2018-03-01,-3.128696997997121,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery_aria_expand/2018-03-01_west_whiteland_chester/downloads/aria_s1_gunw/S1-GUNW-A-R-106-tops-20180301_20170129-225856-00077W_00039N-PP-2850-v3_0_0.nc,40.0242,-75.6022
