event_id,dataset,date,disp_mm,source_file,lat,lon
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,4.064187411676888,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20230613-231619-00082W_00040N-PP-e8c7-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,59.71663522098958,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20230707-231619-00082W_00040N-PP-5d47-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,26.31790618660985,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20230719-231619-00082W_00040N-PP-87ef-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,44.95043149584718,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20231210-231619-00082W_00040N-PP-042a-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,30.580970293865875,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20231222-231619-00082W_00040N-PP-bec7-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-15,5.180582656829997,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240115_20240103-231619-00082W_00040N-PP-33d8-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,15.201965752993964,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230613-231554-00081W_00039N-PP-46dd-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,-11.635838268456222,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230613-231619-00082W_00040N-PP-91aa-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,97.35067371817827,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230707-231554-00081W_00039N-PP-856d-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,43.70013098965752,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230707-231619-00082W_00040N-PP-2d23-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,92.4210074520188,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230719-231554-00081W_00039N-PP-c608-v3_0_1.nc,40.2636,-79.4633
2024-12-02_marguerite_westmoreland_county,ARIA_S1_GUNW,2024-01-27,38.13097278069349,/scratch/rjn5308/sinkholes/outputs/sinkhole_event_discovery/2024-12-02_marguerite_westmoreland_county/downloads/aria_s1_gunw/S1-GUNW-A-R-077-tops-20240127_20230719-231619-00082W_00040N-PP-b679-v3_0_1.nc,40.2636,-79.4633
