threshold,consecutive,min_persistence_days,cooldown_days,selector_score_f1,selector_score_recall,selector_score_precision,selector_false_alarms_per_year,selector_min_recall,selector_std_f1,test_f1,test_recall,test_precision,test_false_alarms_per_year,test_median_lead_days,test_events_with_alert
0.3,1,0,0,0.0027351384531374375,0.6666666660833332,0.001370726565007555,52.0,0.0,0.002261780675321964,0.0031080031048951046,0.9999999995,0.0015564202334618239,52.0,370.03664351851853,2
0.3,1,0,10,0.009523809505306124,0.08333333329166666,0.005050505050352005,2.558145027491401,0.0,0.021295885458623137,0.030769230708639055,0.49999999975,0.01587301587276392,2.5128604832424006,370.03664351851853,2
0.3,1,0,20,0.017543859615881813,0.08333333329166666,0.00980392156805075,1.3275084336599516,0.0,0.03922926268882508,0.0,0.0,0.0,1.3374902572096647,370.03664351851853,2
0.3,1,0,30,0.025641025593688364,0.08333333329166666,0.01515151515013774,0.8660312240990072,0.0,0.05733507624029909,0.0,0.0,0.0,0.9321901792673422,370.03664351851853,2
0.3,1,7,0,0.002743194686012869,0.6666666660833332,0.001374770927451251,51.84571282224976,0.0,0.0022663366570518087,0.0031128404638132295,0.9999999995,0.001558846453623103,51.91893998441154,346.03678819444445,2
0.3,1,7,10,0.009803921549596311,0.08333333329166666,0.0052083333331705735,2.474166937668516,0.0,0.021922235030972428,0.031746031683547504,0.49999999975,0.016393442622682077,2.431800467653936,346.03678819444445,2
0.3,1,7,20,0.0,0.0,0.0,1.2722755069105889,0.0,0.0,0.058823529297577865,0.49999999975,0.03124999999902344,1.2564302416212003,346.03678819444445,2
0.3,1,7,30,0.0,0.0,0.0,0.8672525663843769,0.0,0.0,0.0,0.0,0.0,0.8916601714731099,346.03678819444445,2
0.3,1,14,0,0.0027477349615500474,0.6666666660833332,0.001377051603383296,51.74734971791333,0.0,0.002270096922334213,0.003115264794392523,0.9999999995,0.001560062402494883,51.878409976617306,340.0368344907407,2
0.3,1,14,10,0.010101010081420262,0.08333333329166666,0.005376344085848074,2.431593297930698,0.0,0.02258654518346639,0.03225806445265349,0.49999999975,0.01666666666638889,2.3912704598597037,340.0368344907407,2
0.3,1,14,20,0.018518518483539092,0.08333333329166666,0.010416666666015624,1.2435303438370675,0.0,0.04140866617177973,0.0,0.0,0.0,1.2564302416212003,340.0368344907407,2
0.3,1,14,30,0.0,0.0,0.0,0.8531144478416905,0.0,0.0,0.08695652157277885,0.49999999975,0.04761904761678005,0.8106001558846454,340.0368344907407,2
0.3,1,21,0,0.0027513127230610365,0.6666666660833332,0.0013788463595472771,51.69084329624599,0.0,0.0022709270456814194,0.003115264794392523,0.9999999995,0.001560062402494883,51.878409976617306,340.0368344907407,2
0.3,1,21,10,0.010101010081420262,0.08333333329166666,0.005376344085848074,2.403340087097023,0.0,0.02258654518346639,0.03225806445265349,0.49999999975,0.01666666666638889,2.3912704598597037,340.0368344907407,2
0.3,1,21,20,0.018518518483539092,0.08333333329166666,0.010416666666015624,1.2435303438370675,0.0,0.04140866617177973,0.0,0.0,0.0,1.2564302416212003,340.0368344907407,2
0.3,1,21,30,0.0,0.0,0.0,0.8531144478416905,0.0,0.0,0.08695652157277885,0.49999999975,0.04761904761678005,0.8106001558846454,340.0368344907407,2
0.3,2,0,0,0.0027396347636227483,0.6666666660833332,0.0013729851350371242,51.916021910177115,0.0,0.0022655093412620973,0.0031128404638132295,0.9999999995,0.001558846453623103,51.91893998441154,346.03678819444445,2
0.3,2,0,10,0.009803921549596311,0.08333333329166666,0.0052083333331705735,2.502061669967816,0.0,0.021922235030972428,0.031746031683547504,0.49999999975,0.016393442622682077,2.431800467653936,346.03678819444445,2
